UID, batch_number, sample_number, V450_irradiance_uW_per_cm_squared, B500_irradiance_uW_per_cm_squared, G550_irradiance_uW_per_cm_squared, Y570_irradiance_uW_per_cm_squared, O600_irradiance_uW_per_cm_squared, R650_irradiance_uW_per_cm_squared, nir610_irradiance_uW_per_cm_squared, nir680_irradiance_uW_per_cm_squared, nir730_irradiance_uW_per_cm_squared, nir760_irradiance_uW_per_cm_squared, nir810_irradiance_uW_per_cm_squared, nir860_irradiance_uW_per_cm_squared,  VIS_sensor_temperature_C,  NIR_sensor_temperature_C, surface_temperature_C, air_temperature_C, relative_humidity_percent, range_m, timestamp
207,1, 20, 52167,63684,63238,57146,53609,45747,91603,70247,73640,65428,65266,75222,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 19, 51823,63566,62980,57146,53196,45427,91603,70247,72900,65428,65266,74953,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 18, 52189,63876,63292,57146,53558,45761,91603,70247,72774,65428,65266,74953,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 17, 52734,64237,63705,57146,54096,46259,91603,70247,74072,65428,65266,75243,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 16, 53135,64705,63856,57146,54446,46496,91603,70247,74072,65428,65266,75670,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 15, 53276,64946,63788,57146,54339,46471,91603,70247,74072,65428,65266,75670,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 14, 53364,65072,63921,57146,54481,46580,91603,70247,74072,65428,65266,75860,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 13, 53491,65150,63932,57146,54588,46642,91603,70247,74072,65428,65266,75860,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 12, 53355,65032,63800,57146,54477,46554,91603,70247,74072,65428,65266,75829,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 11, 53658,65222,64106,57146,54831,46836,91603,70247,74072,65428,65266,75829,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 10, 53990,65527,64372,57146,55142,47106,91603,70247,74072,65428,65266,75924,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 9, 53806,65324,64179,57146,54968,46944,91603,70247,74072,65428,65266,75843,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 8, 53957,65376,64218,57146,54930,46900,91603,70247,74072,65428,65266,75843,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 7, 54009,65397,64399,57146,55280,47192,91603,70247,74072,65428,65266,75857,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 6, 54283,65693,64586,57146,55325,47233,91603,70247,74072,65428,65266,75857,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 5, 54359,65703,64662,57146,55734,47555,91603,70247,74072,65428,65266,76040,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 4, 54566,65763,64619,57146,55954,47735,91603,70247,74072,65428,65266,76040,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 3, 54588,65778,64719,57146,55913,47691,91603,70247,74072,65428,65266,75960,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 2, 54616,65818,64739,57146,55916,47667,91603,70247,74072,65428,65266,75960,0, 0, 0, 0, 0, 20230901T143033Z
207,1, 1, 54461,65716,64773,57146,55929,47699,91603,70247,74072,65428,65266,76108,0, 0, 0, 0, 0, 20230901T143033Z
207,1, average, 53591,65079,64094,57146,54835,46824,91603,70247,73926,65428,65266,75726, 34, 49, 16.5, 30.6, 28, 0
