UID, batch_number, sample_number, V450_irradiance_uW_per_cm_squared, B500_irradiance_uW_per_cm_squared, G550_irradiance_uW_per_cm_squared, Y570_irradiance_uW_per_cm_squared, O600_irradiance_uW_per_cm_squared, R650_irradiance_uW_per_cm_squared, nir610_irradiance_uW_per_cm_squared, nir680_irradiance_uW_per_cm_squared, nir730_irradiance_uW_per_cm_squared, nir760_irradiance_uW_per_cm_squared, nir810_irradiance_uW_per_cm_squared, nir860_irradiance_uW_per_cm_squared,  VIS_sensor_temperature_C,  NIR_sensor_temperature_C, surface_temperature_C, air_temperature_C, relative_humidity_percent, range_m, timestamp
5279,1, 20, 50030,60726,57740,55178,51035,44930,5119,5314,3975,3636,4206,4244,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 19, 50362,60852,57754,55123,51236,45045,5119,5237,3976,3635,4172,4244,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 18, 50487,61014,57884,55227,51282,45078,5131,5237,3980,3635,4172,4242,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 17, 50451,61001,57926,55333,51357,45164,5131,5250,3989,3641,4179,4242,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 16, 50360,60740,58180,54803,50790,44393,5155,5250,4008,3651,4179,4263,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 15, 48618,59357,57767,54621,50593,44163,5155,5308,3940,3641,4142,4263,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 14, 50217,60332,58035,55040,51736,45292,5152,5308,4019,3654,4142,4253,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 13, 50164,60441,58016,55124,51559,45155,5152,5257,4013,3645,4173,4253,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 12, 50266,60542,58058,55164,51701,45269,5163,5257,4021,3656,4173,4261,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 11, 50349,60577,58051,55193,51668,45225,5163,5279,4025,3654,4184,4261,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 10, 50507,60879,58070,55330,51530,45187,5157,5279,4014,3648,4184,4251,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 9, 50355,60752,57942,55178,51477,45160,5157,5261,4011,3648,4183,4251,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 8, 50418,60869,58101,55341,51546,45200,5154,5269,4015,3649,4184,4254,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 7, 50474,60811,58097,55349,51704,45333,5169,5269,4017,3651,4184,4261,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 6, 50605,61036,58313,55400,51887,45477,5169,5292,4029,3660,4196,4261,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 5, 50567,60961,58215,55436,51861,45476,5178,5292,4027,3658,4196,4279,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 4, 50564,60961,58271,55488,51825,45410,5178,5295,4029,3660,4196,4279,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 3, 50390,60885,58214,55388,51672,45261,5166,5295,4022,3663,4196,4280,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 2, 50649,61169,58848,55979,52170,45628,5166,5335,4043,3679,4214,4280,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, 1, 50916,61482,58853,56011,52215,45731,5211,5335,4061,3693,4214,4337,0, 0, 0, 0, 0, 20230901T143022Z
5279,1, average, 50337,60769,58116,55285,51542,45178,5157,5280,4010,3652,4183,4262, 37, 51, 16.2, 33.2, 31, 0
5279,1,standard_deviation,435.98,409.58,292.112,311.681,399.59,355.808,20.7677,28.8574,26.4464,13.915,18.6589,20.9224,
