iso8601_utc, UID, batch, measurement_number, decimal_hour, gain, integration_time_ms, wavelength_nm, irradiance_uw.per.cm.sq_factory_cal, irradiance.uncertainty_uw.per.cm.sq_factory_cal, raw_counts, detector_chip_number, detector_chip_temperature_C, battery_voltage, battery_percentage
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 410, 3.84487, 0.461385, 5, 3, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 435, 14.4552, 1.73463, 16, 3, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 460, 12.1188, 1.45425, 15, 3, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 485, 8.95254, 1.0743, 11, 3, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 510, 10.2991, 1.23589, 15, 3, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 535, 16.5044, 1.98053, 24, 3, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 560, 13.5605, 1.62726, 24, 2, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 585, 13.7004, 1.64404, 24, 2, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 610, 39.1794, 4.70153, 34, 1, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 645, 34.734, 4.16808, 72, 2, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 680, 22.3949, 2.68739, 22, 1, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 705, 14.4008, 1.7281, 31, 2, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 730, 17.3986, 2.08783, 20, 1, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 760, 27.0989, 3.25187, 33, 1, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 810, 28.6386, 3.43663, 33, 1, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 860, 33.323, 3.99876, 30, 1, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 900, 7.8844, 0.946127, 12, 2, 23, 4.12, 93.4
20250612T132557Z, 7890, 2, 2, 13.4325, 16, 168, 940, 2.94012, 0.352815, 3, 2, 23, 4.12, 93.4
