UID, batch_number, weekday, timestamp, decimal_hour, surface_temperature_C, surface_temperature_error_C, air_temperature_C, air_temperature_error_C, relative_humidity_percent, relative_humidity_error_percent, barometric_pressure_hPa, barometric_pressure_error_hPa, altitude_uncalibrated_m, altitude_uncalibrated_error_m, V450_wavelength_nm, V450_wavelength_error_nm, V450_irradiance_uW_per_cm_squared, V450_irradiance_error_uW_per_cm_squared, B500_wavelength_nm, B500_wavelength_error_nm, B500_irradiance_uW_per_cm_squared, B500_irradiance_error_uW_per_cm_squared, G550_wavelength_nm, G550_wavelength_error_nm, G550_irradiance_uW_per_cm_squared, G550_irradiance_error_uW_per_cm_squared, Y570_wavelength_nm, Y570_wavelength_error_nm, Y570_irradiance_uW_per_cm_squared, Y570_irradiance_error_uW_per_cm_squared, O600_wavelength_nm, O600_wavelength_error_nm, O600_irradiance_uW_per_cm_squared, O600_irradiance_error_uW_per_cm_squared, R650_wavelength_nm, R650_wavelength_error_nm, R650_irradiance_uW_per_cm_squared, R650_irradiance_error_uW_per_cm_squared, nir610_wavelength_nm, nir610_wavelength_error_nm, nir610_irradiance_uW_per_cm_squared, nir610_irradiance_error_uW_per_cm_squared, nir680_wavelength_nm, nir680_wavelength_error_nm, nir680_irradiance_uW_per_cm_squared, nir680_irradiance_error_uW_per_cm_squared, nir730_wavelength_nm, nir730_wavelength_error_nm, nir730_irradiance_uW_per_cm_squared, nir730_irradiance_error_uW_per_cm_squared, nir760_wavelength_nm, nir760_wavelength_error_nm, nir760_irradiance_uW_per_cm_squared, nir760_irradiance_error_uW_per_cm_squared, nir810_wavelength_nm, nir810_wavelength_error_nm, nir810_irradiance_uW_per_cm_squared, nir810_irradiance_error_uW_per_cm_squared, nir860_wavelength_nm, nir860_wavelength_error_nm, nir860_irradiance_uW_per_cm_squared, nir860_irradiance_error_uW_per_cm_squared, LiDAR_range_m, LiDAR_range_error_m,battery_voltage
6047, 18, Wednesday, 20230823T141302Z, 14.2172, 27.1, 1.0, 33.7, 0.3, 60, 1.8, 1015, 1, -22.0, 100, 450, 5, 129, 15.48, 500, 5, 132, 15.84, 550, 5, 163, 19.56, 570, 5, 154, 18.48, 600, 5, 111, 13.32, 650, 5, 66, 7.92, 610, 5, 283, 33.96, 680, 5, 504, 60.48, 730, 5, 2943, 353.16, 760, 5, 4979, 597.48, 810, 5, 5435, 652.2, 860, 5, 6132, 735.84, 0.036, 0.001, 4.03
6047, 18, Wednesday, 20230823T141304Z, 14.2178, 27.3, 1.0, 33.7, 0.3, 62, 1.8, 1015, 1, -22.3, 100, 450, 5, 129, 15.48, 500, 5, 132, 15.84, 550, 5, 163, 19.56, 570, 5, 154, 18.48, 600, 5, 110, 13.2, 650, 5, 66, 7.92, 610, 5, 282, 33.84, 680, 5, 511, 61.32, 730, 5, 2949, 353.88, 760, 5, 5027, 603.24, 810, 5, 5357, 642.84, 860, 5, 6096, 731.52, 0.041, 0.001, 4.04
6047, 18, Wednesday, 20230823T141305Z, 14.2181, 27.3, 1.0, 33.8, 0.3, 63, 1.8, 1015, 1, -21.9, 100, 450, 5, 128, 15.36, 500, 5, 131, 15.72, 550, 5, 163, 19.56, 570, 5, 154, 18.48, 600, 5, 110, 13.2, 650, 5, 65, 7.8, 610, 5, 280, 33.6, 680, 5, 512, 61.44, 730, 5, 2947, 353.64, 760, 5, 5044, 605.28, 810, 5, 5323, 638.76, 860, 5, 6010, 721.2, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141306Z, 14.2183, 27.5, 1.0, 33.7, 0.3, 62, 1.8, 1015, 1, -22.0, 100, 450, 5, 128, 15.36, 500, 5, 131, 15.72, 550, 5, 162, 19.44, 570, 5, 153, 18.36, 600, 5, 110, 13.2, 650, 5, 65, 7.8, 610, 5, 278, 33.36, 680, 5, 508, 60.96, 730, 5, 2961, 355.32, 760, 5, 5068, 608.16, 810, 5, 5307, 636.84, 860, 5, 6020, 722.4, 0.035, 0.001, 4.03
6047, 18, Wednesday, 20230823T141308Z, 14.2189, 27.3, 1.0, 33.8, 0.3, 61, 1.8, 1015, 1, -21.9, 100, 450, 5, 128, 15.36, 500, 5, 131, 15.72, 550, 5, 161, 19.32, 570, 5, 152, 18.24, 600, 5, 109, 13.08, 650, 5, 65, 7.8, 610, 5, 277, 33.24, 680, 5, 511, 61.32, 730, 5, 2966, 355.92, 760, 5, 5092, 611.04, 810, 5, 5290, 634.8, 860, 5, 5987, 718.44, 0.038, 0.001, 4.04
6047, 18, Wednesday, 20230823T141309Z, 14.2192, 27.6, 1.0, 33.7, 0.3, 62, 1.8, 1015, 1, -22.0, 100, 450, 5, 128, 15.36, 500, 5, 131, 15.72, 550, 5, 161, 19.32, 570, 5, 152, 18.24, 600, 5, 109, 13.08, 650, 5, 65, 7.8, 610, 5, 277, 33.24, 680, 5, 511, 61.32, 730, 5, 2968, 356.16, 760, 5, 5100, 612.0, 810, 5, 5287, 634.44, 860, 5, 5981, 717.72, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141310Z, 14.2194, 27.4, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -21.9, 100, 450, 5, 128, 15.36, 500, 5, 131, 15.72, 550, 5, 161, 19.32, 570, 5, 153, 18.36, 600, 5, 110, 13.2, 650, 5, 65, 7.8, 610, 5, 276, 33.12, 680, 5, 508, 60.96, 730, 5, 2959, 355.08, 760, 5, 5085, 610.2, 810, 5, 5258, 630.96, 860, 5, 5965, 715.8, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141312Z, 14.22, 27.6, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.2, 100, 450, 5, 126, 15.12, 500, 5, 131, 15.72, 550, 5, 160, 19.2, 570, 5, 151, 18.12, 600, 5, 109, 13.08, 650, 5, 65, 7.8, 610, 5, 274, 32.88, 680, 5, 507, 60.84, 730, 5, 2956, 354.72, 760, 5, 5082, 609.84, 810, 5, 5248, 629.76, 860, 5, 5940, 712.8, 0.039, 0.001, 4.04
6047, 18, Wednesday, 20230823T141313Z, 14.2203, 27.6, 1.0, 33.8, 0.3, 63, 1.8, 1015, 1, -22.1, 100, 450, 5, 126, 15.12, 500, 5, 130, 15.6, 550, 5, 160, 19.2, 570, 5, 151, 18.12, 600, 5, 109, 13.08, 650, 5, 65, 7.8, 610, 5, 274, 32.88, 680, 5, 510, 61.2, 730, 5, 2954, 354.48, 760, 5, 5083, 609.96, 810, 5, 5227, 627.24, 860, 5, 5931, 711.72, 0.037, 0.001, 4.03
6047, 18, Wednesday, 20230823T141314Z, 14.2206, 27.6, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.0, 100, 450, 5, 126, 15.12, 500, 5, 130, 15.6, 550, 5, 160, 19.2, 570, 5, 151, 18.12, 600, 5, 108, 12.96, 650, 5, 64, 7.68, 610, 5, 273, 32.76, 680, 5, 510, 61.2, 730, 5, 2954, 354.48, 760, 5, 5086, 610.32, 810, 5, 5220, 626.4, 860, 5, 5925, 711.0, 0.038, 0.001, 4.04
6047, 18, Wednesday, 20230823T141316Z, 14.2211, 27.6, 1.0, 33.8, 0.3, 61, 1.8, 1015, 1, -22.2, 100, 450, 5, 126, 15.12, 500, 5, 130, 15.6, 550, 5, 159, 19.08, 570, 5, 151, 18.12, 600, 5, 108, 12.96, 650, 5, 64, 7.68, 610, 5, 273, 32.76, 680, 5, 504, 60.48, 730, 5, 2950, 354.0, 760, 5, 5082, 609.84, 810, 5, 5212, 625.44, 860, 5, 5900, 708.0, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141317Z, 14.2214, 27.9, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -21.9, 100, 450, 5, 126, 15.12, 500, 5, 130, 15.6, 550, 5, 159, 19.08, 570, 5, 151, 18.12, 600, 5, 108, 12.96, 650, 5, 64, 7.68, 610, 5, 271, 32.52, 680, 5, 505, 60.6, 730, 5, 2950, 354.0, 760, 5, 5085, 610.2, 810, 5, 5207, 624.84, 860, 5, 5890, 706.8, 0.035, 0.001, 4.05
6047, 18, Wednesday, 20230823T141318Z, 14.2217, 27.6, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.2, 100, 450, 5, 126, 15.12, 500, 5, 130, 15.6, 550, 5, 159, 19.08, 570, 5, 150, 18.0, 600, 5, 108, 12.96, 650, 5, 64, 7.68, 610, 5, 270, 32.4, 680, 5, 503, 60.36, 730, 5, 2950, 354.0, 760, 5, 5088, 610.56, 810, 5, 5202, 624.24, 860, 5, 5885, 706.2, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141320Z, 14.2222, 27.7, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.1, 100, 450, 5, 126, 15.12, 500, 5, 130, 15.6, 550, 5, 159, 19.08, 570, 5, 150, 18.0, 600, 5, 108, 12.96, 650, 5, 64, 7.68, 610, 5, 270, 32.4, 680, 5, 503, 60.36, 730, 5, 2949, 353.88, 760, 5, 5085, 610.2, 810, 5, 5189, 622.68, 860, 5, 5877, 705.24, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141321Z, 14.2225, 27.8, 1.0, 33.8, 0.3, 63, 1.8, 1015, 1, -22.3, 100, 450, 5, 125, 15.0, 500, 5, 129, 15.48, 550, 5, 158, 18.96, 570, 5, 149, 17.88, 600, 5, 107, 12.84, 650, 5, 64, 7.68, 610, 5, 269, 32.28, 680, 5, 686, 82.32, 730, 5, 2941, 352.92, 760, 5, 5068, 608.16, 810, 5, 5000, 600.0, 860, 5, 5853, 702.36, 0.038, 0.001, 4.04
6047, 18, Wednesday, 20230823T141322Z, 14.2228, 27.7, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.2, 100, 450, 5, 125, 15.0, 500, 5, 129, 15.48, 550, 5, 158, 18.96, 570, 5, 149, 17.88, 600, 5, 107, 12.84, 650, 5, 64, 7.68, 610, 5, 269, 32.28, 680, 5, 501, 60.12, 730, 5, 2939, 352.68, 760, 5, 5063, 607.56, 810, 5, 5165, 619.8, 860, 5, 5846, 701.52, 0.034, 0.001, 4.04
6047, 18, Wednesday, 20230823T141324Z, 14.2233, 27.7, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.0, 100, 450, 5, 125, 15.0, 500, 5, 129, 15.48, 550, 5, 157, 18.84, 570, 5, 148, 17.76, 600, 5, 106, 12.72, 650, 5, 64, 7.68, 610, 5, 266, 31.92, 680, 5, 499, 59.88, 730, 5, 2922, 350.64, 760, 5, 5074, 608.88, 810, 5, 5144, 617.28, 860, 5, 5844, 701.28, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141325Z, 14.2236, 27.6, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -21.8, 100, 450, 5, 125, 15.0, 500, 5, 129, 15.48, 550, 5, 156, 18.72, 570, 5, 148, 17.76, 600, 5, 106, 12.72, 650, 5, 64, 7.68, 610, 5, 265, 31.8, 680, 5, 498, 59.76, 730, 5, 2918, 350.16, 760, 5, 5071, 608.52, 810, 5, 5118, 614.16, 860, 5, 5835, 700.2, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141326Z, 14.2239, 27.8, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.1, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 156, 18.72, 570, 5, 149, 17.88, 600, 5, 106, 12.72, 650, 5, 64, 7.68, 610, 5, 265, 31.8, 680, 5, 512, 61.44, 730, 5, 2876, 345.12, 760, 5, 4990, 598.8, 810, 5, 5035, 604.2, 860, 5, 5822, 698.64, 0.038, 0.001, 4.04
6047, 18, Wednesday, 20230823T141328Z, 14.2244, 27.8, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.2, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 155, 18.6, 570, 5, 148, 17.76, 600, 5, 105, 12.6, 650, 5, 64, 7.68, 610, 5, 263, 31.56, 680, 5, 490, 58.8, 730, 5, 2843, 341.16, 760, 5, 4929, 591.48, 810, 5, 4999, 599.88, 860, 5, 5745, 689.4, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141329Z, 14.2247, 27.8, 1.0, 33.8, 0.3, 63, 1.8, 1015, 1, -22.0, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 155, 18.6, 570, 5, 148, 17.76, 600, 5, 105, 12.6, 650, 5, 64, 7.68, 610, 5, 262, 31.44, 680, 5, 490, 58.8, 730, 5, 2828, 339.36, 760, 5, 4903, 588.36, 810, 5, 4975, 597.0, 860, 5, 5728, 687.36, 0.034, 0.001, 4.04
6047, 18, Wednesday, 20230823T141330Z, 14.225, 27.9, 1.0, 33.9, 0.3, 62, 1.8, 1015, 1, -22.2, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 155, 18.6, 570, 5, 147, 17.64, 600, 5, 105, 12.6, 650, 5, 63, 7.56, 610, 5, 261, 31.32, 680, 5, 486, 58.32, 730, 5, 2816, 337.92, 760, 5, 4880, 585.6, 810, 5, 4970, 596.4, 860, 5, 5696, 683.52, 0.034, 0.001, 4.03
6047, 18, Wednesday, 20230823T141332Z, 14.2256, 27.9, 1.0, 33.8, 0.3, 62, 1.8, 1015, 1, -22.1, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 155, 18.6, 570, 5, 147, 17.64, 600, 5, 105, 12.6, 650, 5, 64, 7.68, 610, 5, 260, 31.2, 680, 5, 484, 58.08, 730, 5, 2811, 337.32, 760, 5, 4874, 584.88, 810, 5, 4955, 594.6, 860, 5, 5686, 682.32, 0.035, 0.001, 4.04
6047, 18, Wednesday, 20230823T141333Z, 14.2258, 28.0, 1.0, 33.8, 0.3, 61, 1.8, 1015, 1, -21.8, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 155, 18.6, 570, 5, 148, 17.76, 600, 5, 105, 12.6, 650, 5, 63, 7.56, 610, 5, 258, 30.96, 680, 5, 487, 58.44, 730, 5, 2809, 337.08, 760, 5, 4869, 584.28, 810, 5, 4949, 593.88, 860, 5, 5677, 681.24, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141334Z, 14.2261, 27.8, 1.0, 33.8, 0.3, 61, 1.8, 1015, 1, -22.3, 100, 450, 5, 124, 14.88, 500, 5, 126, 15.12, 550, 5, 154, 18.48, 570, 5, 147, 17.64, 600, 5, 104, 12.48, 650, 5, 63, 7.56, 610, 5, 258, 30.96, 680, 5, 484, 58.08, 730, 5, 2805, 336.6, 760, 5, 4860, 583.2, 810, 5, 4953, 594.36, 860, 5, 5665, 679.8, 0.037, 0.001, 4.03
6047, 18, Wednesday, 20230823T141336Z, 14.2267, 27.9, 1.0, 33.8, 0.3, 58, 1.8, 1015, 1, -22.1, 100, 450, 5, 123, 14.76, 500, 5, 126, 15.12, 550, 5, 155, 18.6, 570, 5, 147, 17.64, 600, 5, 104, 12.48, 650, 5, 63, 7.56, 610, 5, 257, 30.84, 680, 5, 482, 57.84, 730, 5, 2808, 336.96, 760, 5, 4861, 583.32, 810, 5, 4938, 592.56, 860, 5, 5656, 678.72, 0.036, 0.001, 4.03
6047, 18, Wednesday, 20230823T141337Z, 14.2269, 27.8, 1.0, 33.8, 0.3, 57, 1.8, 1015, 1, -21.9, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 154, 18.48, 570, 5, 147, 17.64, 600, 5, 105, 12.6, 650, 5, 63, 7.56, 610, 5, 257, 30.84, 680, 5, 482, 57.84, 730, 5, 2811, 337.32, 760, 5, 4869, 584.28, 810, 5, 4939, 592.68, 860, 5, 5665, 679.8, 0.036, 0.001, 4.05
6047, 18, Wednesday, 20230823T141338Z, 14.2272, 27.9, 1.0, 33.8, 0.3, 59, 1.8, 1015, 1, -22.1, 100, 450, 5, 124, 14.88, 500, 5, 127, 15.24, 550, 5, 155, 18.6, 570, 5, 148, 17.76, 600, 5, 105, 12.6, 650, 5, 63, 7.56, 610, 5, 257, 30.84, 680, 5, 483, 57.96, 730, 5, 2816, 337.92, 760, 5, 4878, 585.36, 810, 5, 4947, 593.64, 860, 5, 5665, 679.8, 0.037, 0.001, 4.04
6047, 18, Wednesday, 20230823T141340Z, 14.2278, 27.8, 1.0, 33.9, 0.3, 57, 1.8, 1015, 1, -22.0, 100, 450, 5, 100, 12.0, 500, 5, 101, 12.12, 550, 5, 122, 14.64, 570, 5, 117, 14.04, 600, 5, 85, 10.2, 650, 5, 51, 6.12, 610, 5, 244, 29.28, 680, 5, 424, 50.88, 730, 5, 2453, 294.36, 760, 5, 4150, 498.0, 810, 5, 4398, 527.76, 860, 5, 4915, 589.8, 0.033, 0.001, 4.04
6047, 18, Wednesday, 20230823T141341Z, 14.2281, 27.8, 1.0, 33.9, 0.3, 58, 1.8, 1015, 1, -22.0, 100, 450, 5, 100, 12.0, 500, 5, 101, 12.12, 550, 5, 120, 14.4, 570, 5, 116, 13.92, 600, 5, 84, 10.08, 650, 5, 51, 6.12, 610, 5, 244, 29.28, 680, 5, 413, 49.56, 730, 5, 2442, 293.04, 760, 5, 4117, 494.04, 810, 5, 4370, 524.4, 860, 5, 4869, 584.28, 0.031, 0.001, 4.04
6047, 18, Wednesday, 20230823T141342Z, 14.2283, 27.7, 1.0, 33.8, 0.3, 59, 1.8, 1015, 1, -22.0, 100, 450, 5, 99, 11.88, 500, 5, 101, 12.12, 550, 5, 120, 14.4, 570, 5, 116, 13.92, 600, 5, 83, 9.96, 650, 5, 50, 6.0, 610, 5, 244, 29.28, 680, 5, 408, 48.96, 730, 5, 2429, 291.48, 760, 5, 4077, 489.24, 810, 5, 4353, 522.36, 860, 5, 4829, 579.48, 0.031, 0.001, 4.04
6047, 18, Wednesday, 20230823T141343Z, 14.2286, 27.6, 1.0, 33.9, 0.3, 59, 1.8, 1015, 1, -21.9, 100, 450, 5, 99, 11.88, 500, 5, 100, 12.0, 550, 5, 119, 14.28, 570, 5, 115, 13.8, 600, 5, 83, 9.96, 650, 5, 50, 6.0, 610, 5, 244, 29.28, 680, 5, 422, 50.64, 730, 5, 2429, 291.48, 760, 5, 4074, 488.88, 810, 5, 4332, 519.84, 860, 5, 4812, 577.44, 0.031, 0.001, 4.03
6047, 18, Wednesday, 20230823T141345Z, 14.2292, 27.9, 1.0, 33.9, 0.3, 60, 1.8, 1015, 1, -22.0, 100, 450, 5, 99, 11.88, 500, 5, 100, 12.0, 550, 5, 119, 14.28, 570, 5, 115, 13.8, 600, 5, 83, 9.96, 650, 5, 50, 6.0, 610, 5, 245, 29.4, 680, 5, 400, 48.0, 730, 5, 2420, 290.4, 760, 5, 3998, 479.76, 810, 5, 4319, 518.28, 860, 5, 4725, 567.0, 0.03, 0.001, 4.04
6047, 18, Wednesday, 20230823T141346Z, 14.2294, 27.8, 1.0, 33.9, 0.3, 60, 1.8, 1015, 1, -22.2, 100, 450, 5, 99, 11.88, 500, 5, 100, 12.0, 550, 5, 119, 14.28, 570, 5, 115, 13.8, 600, 5, 83, 9.96, 650, 5, 50, 6.0, 610, 5, 245, 29.4, 680, 5, 401, 48.12, 730, 5, 2420, 290.4, 760, 5, 3989, 478.68, 810, 5, 4309, 517.08, 860, 5, 4687, 562.44, 0.033, 0.001, 4.05
6047, 18, Wednesday, 20230823T141347Z, 14.2297, 27.7, 1.0, 33.9, 0.3, 59, 1.8, 1015, 1, -22.0, 100, 450, 5, 99, 11.88, 500, 5, 100, 12.0, 550, 5, 119, 14.28, 570, 5, 115, 13.8, 600, 5, 83, 9.96, 650, 5, 50, 6.0, 610, 5, 244, 29.28, 680, 5, 399, 47.88, 730, 5, 2417, 290.04, 760, 5, 3983, 477.96, 810, 5, 4313, 517.56, 860, 5, 4679, 561.48, 0.028, 0.001, 4.04
6047, 18, Wednesday, 20230823T141349Z, 14.2303, 27.6, 1.0, 33.9, 0.3, 60, 1.8, 1015, 1, -22.1, 100, 450, 5, 97, 11.64, 500, 5, 100, 12.0, 550, 5, 118, 14.16, 570, 5, 114, 13.68, 600, 5, 82, 9.84, 650, 5, 50, 6.0, 610, 5, 244, 29.28, 680, 5, 398, 47.76, 730, 5, 2427, 291.24, 760, 5, 3969, 476.28, 810, 5, 4304, 516.48, 860, 5, 4650, 558.0, 0.034, 0.001, 4.04
6047, 18, Wednesday, 20230823T141350Z, 14.2306, 27.8, 1.0, 33.9, 0.3, 61, 1.8, 1015, 1, -22.0, 100, 450, 5, 97, 11.64, 500, 5, 100, 12.0, 550, 5, 118, 14.16, 570, 5, 115, 13.8, 600, 5, 83, 9.96, 650, 5, 50, 6.0, 610, 5, 242, 29.04, 680, 5, 467, 56.04, 730, 5, 2424, 290.88, 760, 5, 3962, 475.44, 810, 5, 4228, 507.36, 860, 5, 4642, 557.04, 0.03, 0.001, 4.03
6047, 18, Wednesday, 20230823T141351Z, 14.2308, 27.7, 1.0, 33.9, 0.3, 60, 1.8, 1015, 1, -22.0, 100, 450, 5, 97, 11.64, 500, 5, 100, 12.0, 550, 5, 118, 14.16, 570, 5, 114, 13.68, 600, 5, 82, 9.84, 650, 5, 49, 5.88, 610, 5, 242, 29.04, 680, 5, 397, 47.64, 730, 5, 2424, 290.88, 760, 5, 3963, 475.56, 810, 5, 4296, 515.52, 860, 5, 4643, 557.16, 0.032, 0.001, 4.04
6047, 18, Wednesday, 20230823T141353Z, 14.2314, 27.7, 1.0, 33.9, 0.3, 58, 1.8, 1015, 1, -22.0, 100, 450, 5, 97, 11.64, 500, 5, 100, 12.0, 550, 5, 118, 14.16, 570, 5, 114, 13.68, 600, 5, 82, 9.84, 650, 5, 49, 5.88, 610, 5, 241, 28.92, 680, 5, 396, 47.52, 730, 5, 2421, 290.52, 760, 5, 3961, 475.32, 810, 5, 4288, 514.56, 860, 5, 4642, 557.04, 0.032, 0.001, 4.04
6047, 18, Wednesday, 20230823T141354Z, 14.2317, 27.8, 1.0, 33.9, 0.3, 57, 1.8, 1015, 1, -22.0, 100, 450, 5, 97, 11.64, 500, 5, 100, 12.0, 550, 5, 118, 14.16, 570, 5, 114, 13.68, 600, 5, 82, 9.84, 650, 5, 49, 5.88, 610, 5, 241, 28.92, 680, 5, 396, 47.52, 730, 5, 2420, 290.4, 760, 5, 3962, 475.44, 810, 5, 4285, 514.2, 860, 5, 4645, 557.4, 0.032, 0.001, 4.03
6047, 18, Wednesday, 20230823T141355Z, 14.2319, 27.8, 1.0, 33.9, 0.3, 58, 1.8, 1015, 1, -22.1, 100, 450, 5, 97, 11.64, 500, 5, 100, 12.0, 550, 5, 117, 14.04, 570, 5, 113, 13.56, 600, 5, 82, 9.84, 650, 5, 49, 5.88, 610, 5, 240, 28.8, 680, 5, 397, 47.64, 730, 5, 2421, 290.52, 760, 5, 3962, 475.44, 810, 5, 4284, 514.08, 860, 5, 4641, 556.92, 0.029, 0.001, 4.04
6047, 18, Wednesday, 20230823T141357Z, 14.2325, 27.8, 1.0, 33.9, 0.3, 58, 1.8, 1015, 1, -21.7, 100, 450, 5, 97, 11.64, 500, 5, 99, 11.88, 550, 5, 117, 14.04, 570, 5, 113, 13.56, 600, 5, 82, 9.84, 650, 5, 49, 5.88, 610, 5, 239, 28.68, 680, 5, 396, 47.52, 730, 5, 2413, 289.56, 760, 5, 3956, 474.72, 810, 5, 4274, 512.88, 860, 5, 4634, 556.08, 0.032, 0.001, 4.04
6047, 18, Wednesday, 20230823T141358Z, 14.2328, 27.6, 1.0, 33.9, 0.3, 58, 1.8, 1015, 1, -22.0, 100, 450, 5, 97, 11.64, 500, 5, 99, 11.88, 550, 5, 117, 14.04, 570, 5, 113, 13.56, 600, 5, 82, 9.84, 650, 5, 49, 5.88, 610, 5, 239, 28.68, 680, 5, 397, 47.64, 730, 5, 2416, 289.92, 760, 5, 3962, 475.44, 810, 5, 4274, 512.88, 860, 5, 4640, 556.8, 0.029, 0.001, 4.04
6047, 18, Wednesday, 20230823T141359Z, 14.2331, 27.5, 1.0, 33.9, 0.3, 58, 1.8, 1015, 1, -22.0, 100, 450, 5, 97, 11.64, 500, 5, 99, 11.88, 550, 5, 117, 14.04, 570, 5, 114, 13.68, 600, 5, 82, 9.84, 650, 5, 49, 5.88, 610, 5, 238, 28.56, 680, 5, 395, 47.4, 730, 5, 2419, 290.28, 760, 5, 3969, 476.28, 810, 5, 4278, 513.36, 860, 5, 4645, 557.4, 0.032, 0.001, 4.04
6047, 18, Wednesday, 20230823T141401Z, 14.2336, 27.7, 1.0, 33.9, 0.3, 59, 1.8, 1015, 1, -21.8, 100, 450, 5, 97, 11.64, 500, 5, 99, 11.88, 550, 5, 117, 14.04, 570, 5, 113, 13.56, 600, 5, 81, 9.72, 650, 5, 49, 5.88, 610, 5, 237, 28.44, 680, 5, 398, 47.76, 730, 5, 2417, 290.04, 760, 5, 3969, 476.28, 810, 5, 4271, 512.52, 860, 5, 4642, 557.04, 0.034, 0.001, 4.05
6047, 18, Wednesday, 20230823T141402Z, 14.2339, 27.5, 1.0, 33.9, 0.3, 57, 1.8, 1015, 1, -21.9, 100, 450, 5, 97, 11.64, 500, 5, 99, 11.88, 550, 5, 117, 14.04, 570, 5, 113, 13.56, 600, 5, 81, 9.72, 650, 5, 49, 5.88, 610, 5, 236, 28.32, 680, 5, 397, 47.64, 730, 5, 2417, 290.04, 760, 5, 3969, 476.28, 810, 5, 4271, 512.52, 860, 5, 4642, 557.04, 0.033, 0.001, 4.04
6047, 18, Wednesday, 20230823T141403Z, 14.2342, 27.6, 1.0, 33.9, 0.3, 57, 1.8, 1015, 1, -22.0, 100, 450, 5, 97, 11.64, 500, 5, 99, 11.88, 550, 5, 117, 14.04, 570, 5, 113, 13.56, 600, 5, 81, 9.72, 650, 5, 49, 5.88, 610, 5, 236, 28.32, 680, 5, 398, 47.76, 730, 5, 2417, 290.04, 760, 5, 3969, 476.28, 810, 5, 4270, 512.4, 860, 5, 4642, 557.04, 0.031, 0.001, 4.03
6047, 18, Wednesday, 20230823T141405Z, 14.2347, 27.6, 1.0, 33.9, 0.3, 58, 1.8, 1015, 1, -21.9, 100, 450, 5, 96, 11.52, 500, 5, 99, 11.88, 550, 5, 116, 13.92, 570, 5, 112, 13.44, 600, 5, 81, 9.72, 650, 5, 49, 5.88, 610, 5, 235, 28.2, 680, 5, 394, 47.28, 730, 5, 2409, 289.08, 760, 5, 3962, 475.44, 810, 5, 4259, 511.08, 860, 5, 4632, 555.84, 0.031, 0.001, 4.04
6047, 18, Wednesday, 20230823T141406Z, 14.235, 27.7, 1.0, 33.9, 0.3, 59, 1.8, 1015, 1, -22.2, 100, 450, 5, 96, 11.52, 500, 5, 99, 11.88, 550, 5, 116, 13.92, 570, 5, 113, 13.56, 600, 5, 81, 9.72, 650, 5, 49, 5.88, 610, 5, 235, 28.2, 680, 5, 394, 47.28, 730, 5, 2406, 288.72, 760, 5, 3959, 475.08, 810, 5, 4259, 511.08, 860, 5, 4629, 555.48, 0.033, 0.001, 4.05
6047, 18, Wednesday, 20230823T141407Z, 14.2353, 27.7, 1.0, 33.9, 0.3, 59, 1.8, 1015, 1, -21.9, 100, 450, 5, 96, 11.52, 500, 5, 99, 11.88, 550, 5, 116, 13.92, 570, 5, 112, 13.44, 600, 5, 81, 9.72, 650, 5, 49, 5.88, 610, 5, 235, 28.2, 680, 5, 394, 47.28, 730, 5, 2407, 288.84, 760, 5, 3961, 475.32, 810, 5, 4258, 510.96, 860, 5, 4633, 555.96, 0.033, 0.001, 4.05
