UID, batch_number, weekday, timestamp, decimal_hour, surface_temperature_C, surface_temperature_error_C, air_temperature_C, air_temperature_error_C, relative_humidity_percent, relative_humidity_error_percent, barometric_pressure_hPa, barometric_pressure_error_hPa, altitude_uncalibrated_m, altitude_uncalibrated_error_m, V450_wavelength_nm, V450_wavelength_error_nm, V450_irradiance_uW_per_cm_squared, V450_irradiance_error_uW_per_cm_squared, B500_wavelength_nm, B500_wavelength_error_nm, B500_irradiance_uW_per_cm_squared, B500_irradiance_error_uW_per_cm_squared, G550_wavelength_nm, G550_wavelength_error_nm, G550_irradiance_uW_per_cm_squared, G550_irradiance_error_uW_per_cm_squared, Y570_wavelength_nm, Y570_wavelength_error_nm, Y570_irradiance_uW_per_cm_squared, Y570_irradiance_error_uW_per_cm_squared, O600_wavelength_nm, O600_wavelength_error_nm, O600_irradiance_uW_per_cm_squared, O600_irradiance_error_uW_per_cm_squared, R650_wavelength_nm, R650_wavelength_error_nm, R650_irradiance_uW_per_cm_squared, R650_irradiance_error_uW_per_cm_squared, nir610_wavelength_nm, nir610_wavelength_error_nm, nir610_irradiance_uW_per_cm_squared, nir610_irradiance_error_uW_per_cm_squared, nir680_wavelength_nm, nir680_wavelength_error_nm, nir680_irradiance_uW_per_cm_squared, nir680_irradiance_error_uW_per_cm_squared, nir730_wavelength_nm, nir730_wavelength_error_nm, nir730_irradiance_uW_per_cm_squared, nir730_irradiance_error_uW_per_cm_squared, nir760_wavelength_nm, nir760_wavelength_error_nm, nir760_irradiance_uW_per_cm_squared, nir760_irradiance_error_uW_per_cm_squared, nir810_wavelength_nm, nir810_wavelength_error_nm, nir810_irradiance_uW_per_cm_squared, nir810_irradiance_error_uW_per_cm_squared, nir860_wavelength_nm, nir860_wavelength_error_nm, nir860_irradiance_uW_per_cm_squared, nir860_irradiance_error_uW_per_cm_squared, LiDAR_range_m, LiDAR_range_error_m,battery_voltage
6047, 0, Friday, 20230728T174449Z, 17.7469, 35.1, 1.0, 21.9, 0.3, 69, 1.8, 1010, 1, 22.2, 100, 450, 5, 13, 1.56, 500, 5, 16, 1.92, 550, 5, 72, 8.64, 570, 5, 49, 5.88, 600, 5, 79, 9.48, 650, 5, 17, 2.04, 610, 5, 171, 20.52, 680, 5, 24, 2.88, 730, 5, 14, 1.68, 760, 5, 12, 1.44, 810, 5, 8, 0.96, 860, 5, 9, 1.08, 0.231, 0.001, 3.54
6047, 0, Friday, 20230728T174450Z, 17.7472, 23.5, 1.0, 21.8, 0.3, 69, 1.8, 1010, 1, 22.2, 100, 450, 5, 37, 4.44, 500, 5, 24, 2.88, 550, 5, 52, 6.24, 570, 5, 52, 6.24, 600, 5, 39, 4.68, 650, 5, 14, 1.68, 610, 5, 237, 28.44, 680, 5, 25, 3.0, 730, 5, 18, 2.16, 760, 5, 13, 1.56, 810, 5, 7, 0.84, 860, 5, 10, 1.2, 0.217, 0.001, 3.53
6047, 1, Friday, 20230728T175318Z, 17.8883, 27.6, 1.0, 22.6, 0.3, 69, 1.8, 1010, 1, 22.9, 100, 450, 5, 54, 6.48, 500, 5, 80, 9.6, 550, 5, 162, 19.44, 570, 5, 132, 15.84, 600, 5, 123, 14.76, 650, 5, 46, 5.52, 610, 5, 283, 33.96, 680, 5, 47, 5.64, 730, 5, 14, 1.68, 760, 5, 17, 2.04, 810, 5, 18, 2.16, 860, 5, 17, 2.04, 0.254, 0.001, 3.52
6047, 1, Friday, 20230728T175319Z, 17.8886, 28.0, 1.0, 22.6, 0.3, 69, 1.8, 1010, 1, 22.8, 100, 450, 5, 57, 6.84, 500, 5, 83, 9.96, 550, 5, 170, 20.4, 570, 5, 138, 16.56, 600, 5, 134, 16.08, 650, 5, 49, 5.88, 610, 5, 306, 36.72, 680, 5, 53, 6.36, 730, 5, 15, 1.8, 760, 5, 18, 2.16, 810, 5, 22, 2.64, 860, 5, 17, 2.04, 0.238, 0.001, 3.53
6047, 1, Friday, 20230728T175320Z, 17.8889, 27.7, 1.0, 22.6, 0.3, 68, 1.8, 1010, 1, 22.9, 100, 450, 5, 59, 7.08, 500, 5, 85, 10.2, 550, 5, 174, 20.88, 570, 5, 144, 17.28, 600, 5, 150, 18.0, 650, 5, 53, 6.36, 610, 5, 243, 29.16, 680, 5, 53, 6.36, 730, 5, 12, 1.44, 760, 5, 14, 1.68, 810, 5, 18, 2.16, 860, 5, 16, 1.92, 0.237, 0.001, 3.53
6047, 1, Friday, 20230728T175321Z, 17.8892, 28.4, 1.0, 22.6, 0.3, 67, 1.8, 1010, 1, 22.8, 100, 450, 5, 65, 7.8, 500, 5, 90, 10.8, 550, 5, 177, 21.24, 570, 5, 143, 17.16, 600, 5, 146, 17.52, 650, 5, 51, 6.12, 610, 5, 355, 42.6, 680, 5, 50, 6.0, 730, 5, 18, 2.16, 760, 5, 19, 2.28, 810, 5, 23, 2.76, 860, 5, 16, 1.92, 0.236, 0.001, 3.53
6047, 1, Friday, 20230728T175322Z, 17.8894, 28.1, 1.0, 22.6, 0.3, 68, 1.8, 1010, 1, 22.6, 100, 450, 5, 59, 7.08, 500, 5, 83, 9.96, 550, 5, 175, 21.0, 570, 5, 139, 16.68, 600, 5, 137, 16.44, 650, 5, 48, 5.76, 610, 5, 283, 33.96, 680, 5, 55, 6.6, 730, 5, 15, 1.8, 760, 5, 18, 2.16, 810, 5, 21, 2.52, 860, 5, 17, 2.04, 0.239, 0.001, 3.54
6047, 1, Friday, 20230728T175323Z, 17.8897, 25.7, 1.0, 22.6, 0.3, 68, 1.8, 1010, 1, 22.6, 100, 450, 5, 30, 3.6, 500, 5, 46, 5.52, 550, 5, 94, 11.28, 570, 5, 73, 8.76, 600, 5, 66, 7.92, 650, 5, 24, 2.88, 610, 5, 287, 34.44, 680, 5, 42, 5.04, 730, 5, 9, 1.08, 760, 5, 11, 1.32, 810, 5, 13, 1.56, 860, 5, 17, 2.04, 0.231, 0.001, 3.53
6047, 1, Friday, 20230728T175325Z, 17.8903, 25.0, 1.0, 22.7, 0.3, 67, 1.8, 1010, 1, 22.5, 100, 450, 5, 20, 2.4, 500, 5, 24, 2.88, 550, 5, 62, 7.44, 570, 5, 42, 5.04, 600, 5, 48, 5.76, 650, 5, 15, 1.8, 610, 5, 145, 17.4, 680, 5, 24, 2.88, 730, 5, 7, 0.84, 760, 5, 7, 0.84, 810, 5, 7, 0.84, 860, 5, 11, 1.32, 0.243, 0.001, 3.54
6047, 1, Friday, 20230728T175326Z, 17.8905, 25.2, 1.0, 22.6, 0.3, 66, 1.8, 1010, 1, 22.6, 100, 450, 5, 21, 2.52, 500, 5, 25, 3.0, 550, 5, 66, 7.92, 570, 5, 19, 2.28, 600, 5, 51, 6.12, 650, 5, 13, 1.56, 610, 5, 97, 11.64, 680, 5, 32, 3.84, 730, 5, 7, 0.84, 760, 5, 8, 0.96, 810, 5, 13, 1.56, 860, 5, 5, 0.6, 0.703, 0.001, 3.53
6047, 1, Friday, 20230728T175327Z, 17.8908, 24.5, 1.0, 22.7, 0.3, 66, 1.8, 1010, 1, 22.8, 100, 450, 5, 22, 2.64, 500, 5, 25, 3.0, 550, 5, 71, 8.52, 570, 5, 47, 5.64, 600, 5, 57, 6.84, 650, 5, 16, 1.92, 610, 5, 132, 15.84, 680, 5, 13, 1.56, 730, 5, 7, 0.84, 760, 5, 8, 0.96, 810, 5, 5, 0.6, 860, 5, 5, 0.6, 0.756, 0.001, 3.52
6047, 1, Friday, 20230728T175328Z, 17.8911, 26.6, 1.0, 22.7, 0.3, 66, 1.8, 1010, 1, 22.6, 100, 450, 5, 15, 1.8, 500, 5, 18, 2.16, 550, 5, 49, 5.88, 570, 5, 33, 3.96, 600, 5, 43, 5.16, 650, 5, 14, 1.68, 610, 5, 122, 14.64, 680, 5, 24, 2.88, 730, 5, 7, 0.84, 760, 5, 8, 0.96, 810, 5, 7, 0.84, 860, 5, 9, 1.08, 0.809, 0.001, 3.53
6047, 1, Friday, 20230728T175329Z, 17.8914, 26.7, 1.0, 22.6, 0.3, 67, 1.8, 1010, 1, 22.6, 100, 450, 5, 11, 1.32, 500, 5, 16, 1.92, 550, 5, 38, 4.56, 570, 5, 28, 3.36, 600, 5, 22, 2.64, 650, 5, 11, 1.32, 610, 5, 72, 8.64, 680, 5, 13, 1.56, 730, 5, 5, 0.6, 760, 5, 6, 0.72, 810, 5, 5, 0.6, 860, 5, 3, 0.36, 0.796999, 0.001, 3.53
6047, 1, Friday, 20230728T175330Z, 17.8917, 24.1, 1.0, 22.6, 0.3, 66, 1.8, 1010, 1, 22.6, 100, 450, 5, 13, 1.56, 500, 5, 16, 1.92, 550, 5, 35, 4.2, 570, 5, 26, 3.12, 600, 5, 18, 2.16, 650, 5, 10, 1.2, 610, 5, 33, 3.96, 680, 5, 10, 1.2, 730, 5, 4, 0.48, 760, 5, 5, 0.6, 810, 5, 4, 0.48, 860, 5, 4, 0.48, 0.82, 0.001, 3.52
6047, 2, Friday, 20230728T175351Z, 17.8975, 25.9, 1.0, 22.8, 0.3, 67, 1.8, 1010, 1, 22.4, 100, 450, 5, 25, 3.0, 500, 5, 31, 3.72, 550, 5, 81, 9.72, 570, 5, 61, 7.32, 600, 5, 63, 7.56, 650, 5, 18, 2.16, 610, 5, 133, 15.96, 680, 5, 29, 3.48, 730, 5, 9, 1.08, 760, 5, 10, 1.2, 810, 5, 9, 1.08, 860, 5, 4, 0.48, 0.274, 0.001, 3.6
6047, 2, Friday, 20230728T175352Z, 17.8978, 26.2, 1.0, 22.8, 0.3, 69, 1.8, 1010, 1, 22.3, 100, 450, 5, 26, 3.12, 500, 5, 31, 3.72, 550, 5, 81, 9.72, 570, 5, 62, 7.44, 600, 5, 63, 7.56, 650, 5, 18, 2.16, 610, 5, 136, 16.32, 680, 5, 29, 3.48, 730, 5, 9, 1.08, 760, 5, 10, 1.2, 810, 5, 9, 1.08, 860, 5, 8, 0.96, 0.311, 0.001, 3.6
6047, 2, Friday, 20230728T175353Z, 17.898, 30.9, 1.0, 22.8, 0.3, 68, 1.8, 1010, 1, 22.4, 100, 450, 5, 11, 1.32, 500, 5, 18, 2.16, 550, 5, 29, 3.48, 570, 5, 10, 1.2, 600, 5, 16, 1.92, 650, 5, 6, 0.72, 610, 5, 58, 6.96, 680, 5, 42, 5.04, 730, 5, 14, 1.68, 760, 5, 14, 1.68, 810, 5, 12, 1.44, 860, 5, 10, 1.2, 0.243, 0.001, 3.6
6047, 2, Friday, 20230728T175354Z, 17.8983, 30.8, 1.0, 22.8, 0.3, 64, 1.8, 1010, 1, 22.5, 100, 450, 5, 33, 3.96, 500, 5, 37, 4.44, 550, 5, 67, 8.04, 570, 5, 42, 5.04, 600, 5, 35, 4.2, 650, 5, 13, 1.56, 610, 5, 81, 9.72, 680, 5, 20, 2.4, 730, 5, 16, 1.92, 760, 5, 14, 1.68, 810, 5, 5, 0.6, 860, 5, 9, 1.08, 0, 0.001, 3.6
6047, 2, Friday, 20230728T175355Z, 17.8986, 30.5, 1.0, 22.8, 0.3, 62, 1.8, 1010, 1, 22.6, 100, 450, 5, 21, 2.52, 500, 5, 25, 3.0, 550, 5, 32, 3.84, 570, 5, 24, 2.88, 600, 5, 30, 3.6, 650, 5, 10, 1.2, 610, 5, 162, 19.44, 680, 5, 19, 2.28, 730, 5, 18, 2.16, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 4, 0.48, 0.079, 0.001, 3.6
6047, 2, Friday, 20230728T175356Z, 17.8989, 30.0, 1.0, 22.8, 0.3, 62, 1.8, 1010, 1, 22.7, 100, 450, 5, 26, 3.12, 500, 5, 33, 3.96, 550, 5, 37, 4.44, 570, 5, 29, 3.48, 600, 5, 33, 3.96, 650, 5, 12, 1.44, 610, 5, 156, 18.72, 680, 5, 20, 2.4, 730, 5, 19, 2.28, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 5, 0.6, 0.053, 0.001, 3.6
6047, 2, Friday, 20230728T175357Z, 17.8992, 29.8, 1.0, 22.8, 0.3, 61, 1.8, 1010, 1, 22.4, 100, 450, 5, 27, 3.24, 500, 5, 33, 3.96, 550, 5, 39, 4.68, 570, 5, 30, 3.6, 600, 5, 34, 4.08, 650, 5, 12, 1.44, 610, 5, 150, 18.0, 680, 5, 20, 2.4, 730, 5, 19, 2.28, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 6, 0.72, 0.056, 0.001, 3.6
6047, 2, Friday, 20230728T175358Z, 17.8994, 29.5, 1.0, 22.8, 0.3, 61, 1.8, 1010, 1, 22.4, 100, 450, 5, 26, 3.12, 500, 5, 33, 3.96, 550, 5, 39, 4.68, 570, 5, 30, 3.6, 600, 5, 33, 3.96, 650, 5, 11, 1.32, 610, 5, 154, 18.48, 680, 5, 20, 2.4, 730, 5, 19, 2.28, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 5, 0.6, 0.055, 0.001, 3.6
6047, 2, Friday, 20230728T175359Z, 17.8997, 29.5, 1.0, 22.8, 0.3, 61, 1.8, 1010, 1, 22.6, 100, 450, 5, 26, 3.12, 500, 5, 33, 3.96, 550, 5, 40, 4.8, 570, 5, 30, 3.6, 600, 5, 33, 3.96, 650, 5, 11, 1.32, 610, 5, 154, 18.48, 680, 5, 20, 2.4, 730, 5, 19, 2.28, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 5, 0.6, 0.055, 0.001, 3.6
6047, 2, Friday, 20230728T175401Z, 17.9003, 29.4, 1.0, 22.8, 0.3, 61, 1.8, 1010, 1, 22.2, 100, 450, 5, 26, 3.12, 500, 5, 32, 3.84, 550, 5, 39, 4.68, 570, 5, 30, 3.6, 600, 5, 34, 4.08, 650, 5, 12, 1.44, 610, 5, 154, 18.48, 680, 5, 20, 2.4, 730, 5, 19, 2.28, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 5, 0.6, 0.055, 0.001, 3.6
6047, 2, Friday, 20230728T175402Z, 17.9005, 29.5, 1.0, 22.8, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 26, 3.12, 500, 5, 33, 3.96, 550, 5, 39, 4.68, 570, 5, 30, 3.6, 600, 5, 34, 4.08, 650, 5, 12, 1.44, 610, 5, 154, 18.48, 680, 5, 20, 2.4, 730, 5, 20, 2.4, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 5, 0.6, 0.054, 0.001, 3.61
6047, 3, Friday, 20230728T175422Z, 17.9061, 24.5, 1.0, 22.9, 0.3, 63, 1.8, 1010, 1, 22.3, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 95, 11.4, 570, 5, 72, 8.64, 600, 5, 67, 8.04, 650, 5, 20, 2.4, 610, 5, 138, 16.56, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 8, 0.96, 0.643, 0.001, 3.61
6047, 3, Friday, 20230728T175423Z, 17.9064, 24.5, 1.0, 22.9, 0.3, 62, 1.8, 1010, 1, 22.6, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 91, 10.92, 570, 5, 70, 8.4, 600, 5, 65, 7.8, 650, 5, 20, 2.4, 610, 5, 138, 16.56, 680, 5, 33, 3.96, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 9, 1.08, 0.689, 0.001, 3.61
6047, 3, Friday, 20230728T175424Z, 17.9067, 24.6, 1.0, 22.9, 0.3, 62, 1.8, 1010, 1, 22.4, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 91, 10.92, 570, 5, 71, 8.52, 600, 5, 64, 7.68, 650, 5, 20, 2.4, 610, 5, 134, 16.08, 680, 5, 33, 3.96, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 12, 1.44, 860, 5, 9, 1.08, 0.683, 0.001, 3.61
6047, 3, Friday, 20230728T175425Z, 17.9069, 24.6, 1.0, 22.9, 0.3, 62, 1.8, 1010, 1, 22.4, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 91, 10.92, 570, 5, 71, 8.52, 600, 5, 64, 7.68, 650, 5, 20, 2.4, 610, 5, 134, 16.08, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 9, 1.08, 0.685, 0.001, 3.6
6047, 3, Friday, 20230728T175426Z, 17.9072, 24.5, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.4, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 92, 11.04, 570, 5, 71, 8.52, 600, 5, 65, 7.8, 650, 5, 20, 2.4, 610, 5, 136, 16.32, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 10, 1.2, 0.686, 0.001, 3.61
6047, 4, Friday, 20230728T175438Z, 17.9105, 24.7, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 94, 11.28, 570, 5, 73, 8.76, 600, 5, 67, 8.04, 650, 5, 20, 2.4, 610, 5, 135, 16.2, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 9, 1.08, 0.699, 0.001, 3.61
6047, 4, Friday, 20230728T175439Z, 17.9108, 24.8, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 95, 11.4, 570, 5, 73, 8.76, 600, 5, 68, 8.16, 650, 5, 20, 2.4, 610, 5, 136, 16.32, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 9, 1.08, 0.694, 0.001, 3.61
6047, 4, Friday, 20230728T175440Z, 17.9111, 24.6, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.4, 100, 450, 5, 26, 3.12, 500, 5, 45, 5.4, 550, 5, 94, 11.28, 570, 5, 73, 8.76, 600, 5, 67, 8.04, 650, 5, 20, 2.4, 610, 5, 136, 16.32, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 9, 1.08, 0.693, 0.001, 3.6
6047, 4, Friday, 20230728T175441Z, 17.9114, 24.8, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.3, 100, 450, 5, 27, 3.24, 500, 5, 45, 5.4, 550, 5, 94, 11.28, 570, 5, 74, 8.88, 600, 5, 68, 8.16, 650, 5, 20, 2.4, 610, 5, 135, 16.2, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 9, 1.08, 0.695, 0.001, 3.61
6047, 4, Friday, 20230728T175442Z, 17.9117, 24.6, 1.0, 22.9, 0.3, 60, 1.8, 1010, 1, 22.5, 100, 450, 5, 26, 3.12, 500, 5, 43, 5.16, 550, 5, 94, 11.28, 570, 5, 73, 8.76, 600, 5, 68, 8.16, 650, 5, 20, 2.4, 610, 5, 135, 16.2, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 9, 1.08, 0.693, 0.001, 3.61
6047, 4, Friday, 20230728T175443Z, 17.9119, 25.2, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 31, 3.72, 500, 5, 46, 5.52, 550, 5, 128, 15.36, 570, 5, 95, 11.4, 600, 5, 93, 11.16, 650, 5, 28, 3.36, 610, 5, 165, 19.8, 680, 5, 34, 4.08, 730, 5, 11, 1.32, 760, 5, 13, 1.56, 810, 5, 11, 1.32, 860, 5, 11, 1.32, 0.689, 0.001, 3.61
6047, 4, Friday, 20230728T175444Z, 17.9122, 26.4, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.6, 100, 450, 5, 37, 4.44, 500, 5, 58, 6.96, 550, 5, 158, 18.96, 570, 5, 109, 13.08, 600, 5, 146, 17.52, 650, 5, 43, 5.16, 610, 5, 238, 28.56, 680, 5, 39, 4.68, 730, 5, 14, 1.68, 760, 5, 14, 1.68, 810, 5, 13, 1.56, 860, 5, 11, 1.32, 0.146, 0.001, 3.61
6047, 4, Friday, 20230728T175445Z, 17.9125, 25.8, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 52, 6.24, 500, 5, 65, 7.8, 550, 5, 157, 18.84, 570, 5, 111, 13.32, 600, 5, 154, 18.48, 650, 5, 46, 5.52, 610, 5, 359, 43.08, 680, 5, 37, 4.44, 730, 5, 18, 2.16, 760, 5, 14, 1.68, 810, 5, 16, 1.92, 860, 5, 10, 1.2, 0.701999, 0.001, 3.61
6047, 4, Friday, 20230728T175446Z, 17.9128, 28.3, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 51, 6.12, 500, 5, 77, 9.24, 550, 5, 127, 15.24, 570, 5, 101, 12.12, 600, 5, 115, 13.8, 650, 5, 42, 5.04, 610, 5, 254, 30.48, 680, 5, 39, 4.68, 730, 5, 16, 1.92, 760, 5, 16, 1.92, 810, 5, 16, 1.92, 860, 5, 11, 1.32, 0.651999, 0.001, 3.62
6047, 4, Friday, 20230728T175448Z, 17.9133, 28.4, 1.0, 22.9, 0.3, 60, 1.8, 1010, 1, 22.7, 100, 450, 5, 56, 6.72, 500, 5, 80, 9.6, 550, 5, 125, 15.0, 570, 5, 105, 12.6, 600, 5, 118, 14.16, 650, 5, 45, 5.4, 610, 5, 245, 29.4, 680, 5, 38, 4.56, 730, 5, 15, 1.8, 760, 5, 15, 1.8, 810, 5, 16, 1.92, 860, 5, 11, 1.32, 0.163, 0.001, 3.61
6047, 4, Friday, 20230728T175449Z, 17.9136, 29.1, 1.0, 22.9, 0.3, 60, 1.8, 1010, 1, 22.4, 100, 450, 5, 46, 5.52, 500, 5, 69, 8.28, 550, 5, 106, 12.72, 570, 5, 89, 10.68, 600, 5, 83, 9.96, 650, 5, 31, 3.72, 610, 5, 198, 23.76, 680, 5, 38, 4.56, 730, 5, 13, 1.56, 760, 5, 14, 1.68, 810, 5, 15, 1.8, 860, 5, 12, 1.44, 0.111, 0.001, 3.6
6047, 4, Friday, 20230728T175450Z, 17.9139, 29.0, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 49, 5.88, 500, 5, 73, 8.76, 550, 5, 113, 13.56, 570, 5, 95, 11.4, 600, 5, 87, 10.44, 650, 5, 33, 3.96, 610, 5, 160, 19.2, 680, 5, 38, 4.56, 730, 5, 12, 1.44, 760, 5, 14, 1.68, 810, 5, 15, 1.8, 860, 5, 13, 1.56, 0.0809999, 0.001, 3.61
6047, 4, Friday, 20230728T175451Z, 17.9142, 29.1, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.6, 100, 450, 5, 55, 6.6, 500, 5, 80, 9.6, 550, 5, 126, 15.12, 570, 5, 111, 13.32, 600, 5, 115, 13.8, 650, 5, 42, 5.04, 610, 5, 200, 24.0, 680, 5, 37, 4.44, 730, 5, 14, 1.68, 760, 5, 14, 1.68, 810, 5, 15, 1.8, 860, 5, 12, 1.44, 0.089, 0.001, 3.6
6047, 4, Friday, 20230728T175452Z, 17.9144, 28.8, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.4, 100, 450, 5, 79, 9.48, 500, 5, 94, 11.28, 550, 5, 163, 19.56, 570, 5, 129, 15.48, 600, 5, 148, 17.76, 650, 5, 50, 6.0, 610, 5, 328, 39.36, 680, 5, 37, 4.44, 730, 5, 22, 2.64, 760, 5, 16, 1.92, 810, 5, 18, 2.16, 860, 5, 12, 1.44, 0.0969999, 0.001, 3.6
6047, 4, Friday, 20230728T175453Z, 17.9147, 29.2, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.4, 100, 450, 5, 55, 6.6, 500, 5, 77, 9.24, 550, 5, 149, 17.88, 570, 5, 113, 13.56, 600, 5, 112, 13.44, 650, 5, 38, 4.56, 610, 5, 257, 30.84, 680, 5, 43, 5.16, 730, 5, 26, 3.12, 760, 5, 22, 2.64, 810, 5, 22, 2.64, 860, 5, 17, 2.04, 0.0829999, 0.001, 3.62
6047, 4, Friday, 20230728T175454Z, 17.915, 29.1, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 54, 6.48, 500, 5, 76, 9.12, 550, 5, 149, 17.88, 570, 5, 113, 13.56, 600, 5, 112, 13.44, 650, 5, 37, 4.44, 610, 5, 255, 30.6, 680, 5, 50, 6.0, 730, 5, 26, 3.12, 760, 5, 22, 2.64, 810, 5, 21, 2.52, 860, 5, 16, 1.92, 0.07, 0.001, 3.61
6047, 4, Friday, 20230728T175455Z, 17.9153, 29.0, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.6, 100, 450, 5, 55, 6.6, 500, 5, 77, 9.24, 550, 5, 150, 18.0, 570, 5, 115, 13.8, 600, 5, 117, 14.04, 650, 5, 39, 4.68, 610, 5, 256, 30.72, 680, 5, 49, 5.88, 730, 5, 26, 3.12, 760, 5, 22, 2.64, 810, 5, 21, 2.52, 860, 5, 17, 2.04, 0.073, 0.001, 3.61
6047, 4, Friday, 20230728T175456Z, 17.9156, 29.1, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.5, 100, 450, 5, 51, 6.12, 500, 5, 74, 8.88, 550, 5, 145, 17.4, 570, 5, 110, 13.2, 600, 5, 108, 12.96, 650, 5, 36, 4.32, 610, 5, 256, 30.72, 680, 5, 50, 6.0, 730, 5, 26, 3.12, 760, 5, 22, 2.64, 810, 5, 21, 2.52, 860, 5, 19, 2.28, 0.072, 0.001, 3.62
6047, 4, Friday, 20230728T175457Z, 17.9158, 29.0, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.2, 100, 450, 5, 47, 5.64, 500, 5, 72, 8.64, 550, 5, 137, 16.44, 570, 5, 104, 12.48, 600, 5, 96, 11.52, 650, 5, 33, 3.96, 610, 5, 218, 26.16, 680, 5, 52, 6.24, 730, 5, 25, 3.0, 760, 5, 23, 2.76, 810, 5, 21, 2.52, 860, 5, 19, 2.28, 0.071, 0.001, 3.62
6047, 4, Friday, 20230728T175458Z, 17.9161, 28.7, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.2, 100, 450, 5, 47, 5.64, 500, 5, 72, 8.64, 550, 5, 128, 15.36, 570, 5, 97, 11.64, 600, 5, 84, 10.08, 650, 5, 29, 3.48, 610, 5, 219, 26.28, 680, 5, 52, 6.24, 730, 5, 25, 3.0, 760, 5, 23, 2.76, 810, 5, 21, 2.52, 860, 5, 17, 2.04, 0.067, 0.001, 3.6
6047, 4, Friday, 20230728T175459Z, 17.9164, 28.8, 1.0, 22.9, 0.3, 61, 1.8, 1010, 1, 22.3, 100, 450, 5, 40, 4.8, 500, 5, 63, 7.56, 550, 5, 111, 13.32, 570, 5, 85, 10.2, 600, 5, 66, 7.92, 650, 5, 25, 3.0, 610, 5, 167, 20.04, 680, 5, 53, 6.36, 730, 5, 25, 3.0, 760, 5, 24, 2.88, 810, 5, 20, 2.4, 860, 5, 17, 2.04, 0.063, 0.001, 3.61
